Label,Text
surprise,«Արցախի» դարպասապահ Սամուր Ագամագոմեդովը գեղեցիկ սեյվ է կատարել👇👇 https://t.co/9A1OQOxYRU
joy,"Անչափ գեղեցիկ նկարներ, թե ինչ տեսք ունեն տարբեր երկրներում ապրող ալբինոսները (Photo) https://t.co/sfX8jBJqhp"
joy,Մեծ գործ եք անում...Շնորհակալություն
joy,"one more tomhanks to your feed 😊 〰️
«Ամբողջ կյանքում շրջապատված եմ եղել հիանալի պատմիչներով, եւ… https://t.co/HqgmCgeyy8"
sadness,"Քիչ առաջ վատ լուր ստացանք, Երևանի քաղապետարանի ավագանու նիստին ինչ է եղել Մարտին Վարդազարյանին, նա այս պահին... https://t.co/301M6aM8DX"
joy,Շատ լավն է😘
joy,"Երդվեց; Ծառայում է Հայաստանի Հանրապետությանը!!!
Անասելի հպարտ եմ :) 
Թող բարի լինի ծառայությունը, առողջ վերադառնա հրաշքս:"
joy,"Եթե ուզում ես երջանիկ լինել, առաջին հերթին պիտի հավատաս, պայքարես ու երբեք չդադարես ՍԻՐԵԼ. Սիլվա Հակոբյան https://t.co/qndesdmlQl"
joy,"Բարի լույս:
Անվտանգ եւ խաղաղ օր ենք մաղթում բոլորին։ https://t.co/DFkGGnd9j3"
joy,"Հայկ ջան էս շարժման մեջ ես քեզ հայտնաբերեցի , շատ ուրախ եմ , որ դու կաս , կան քո նման երիտասարդներ , ովքեր սրտացավ են հայրենի բնության ամեն թիզ հողի  նկատմամբ;  Հաջողություն ձեր բոլոր հործերին:"
sadness,"@Benoo_Brown @_NotYovrBAE կներես ես հոգնեցի պայքարելուց, ես շատ բաներ պիտի հաղթահարեմ, դա իմ համար չի, ես արդեն ծեր… https://t.co/hx9fXn9Wyj"
joy,Ամեն հարց կլուծվի համբերություն և  խաղություն լինի .
surprise,"RT @erics_ericuk: իրականում, էնքան հեշտ ա ապրելը...
առանց ձև ու ձևականության, չարության,
պարզ ու արդար խղճով,
ինչ-որ մեկի բարևի համար,
հանո…"
joy,"Տերյանի պոեզիան՝ Gor Sujyan-ի հիանալի կատարմամբ։
Անպայման լսե՛ք https://t.co/pBh0SVoOa1"
joy,"[ՖՈՏՈ]
Նա կարծում է, որ յուրաքանչուր տարիքում կինը գեղեցիկ է յուրովի https://t.co/PXARs1T0pf"
anger,"Երաշխիքներ չկան, որ արդար վճիռներ կկայացվեն"
anger,Ամոթ ձեզ հայ էն փտած ծերակույտ որ վաճառվելով քամահրանքի եք արժանանում.
anger,Հայկական «զենք». քաղցկեղի դեմ դեղերը կսկսեն չորս անգամ ավելի ուժեղ «ռմբակոծել» https://t.co/smn76IciNy
fear,Կրակ ճանապարհին. Չինաստանում գազով բեռնատար է այրվել https://t.co/mlGtXdsBjr
joy,Ահա այսպիսին ստացվեց բրազիլացու առաջին գոլը Սուարեսի հրաշալի խաղից հետո ⚽👇 https://t.co/f92PBy3fen
joy,Վերադարձրեցի ավիատոմսերը. Սոչիի բնակիչը հրաշքով խուսափել է ԱՆ-148 օդանավի կործանումից https://t.co/T4jub9uGwZ
joy,Շատ գովելի է։ Ողջեւնում ենք այս քայլը։
joy,"Բարի լոյս, հանգիստ և ուրախ Կիրակի մը կը մաղթեմ ձեր բոլորին;
Good morning; have a #blessed… https://t.co/TAl8Snfi4b"
anger,"Ժողովուրդ ես ինչքան ատելություն կա մեջներդ ,,, խի եք իրար վիրավորում..իմաստ?"
joy,Կեցցե անկախ դատական համակարգը կեցցե այդ համակարգի նախագծող ները ապրեն և գործեն Աստծո օրհնությամբ և օգնությամբ
surprise,"@blackrebel212 Ես ինձ էլ եմ սիրում ուրիշներին էլ 
հա, իմ մեջ լիքը սեր կա, հա ե սշատ բարի եմ, չէ, ես հեչ մեծամիտ չեմ"
anger,"Բարբարոսներ, ո՞նց եք կարողացել նման բան անել։"
surprise,"Ահա, թե ինչպիսին է իրական ընտանեկան կյանքը. երբեմն բարդ, նյարդայնացնող սակայն և գեղեցիկ... https://t.co/nwLDCLmH0P"
joy,Հայաստանի հավաքականի հարձակվողը կայուն կերպով խաղում է https://t.co/wz3xsefHiI
sadness,"Կյանքը բումերանգ է, իսկ դու՝ վատ խաղացող:"
joy,Պաշտոնական #Ստեփանակերտը դրական է համարում #ՀՀ նախագահի պաշտոնում Արմեն Սարգսյանի թեկնածությունը: https://t.co/PM9djRNb75
sadness,Օլիմպիական խաղերի մրցավայրում նորովիրուսով վարակվածների թիվը մեծանում է https://t.co/2eJ9MqUovP via @ArmTimes
anger,"Այսքան ժամանակ սրանով են զբաղվել, նույնն էլ Ծիծեռնակաբերդ տանող անտառում ծառ չի մնացել :"
anger,"Արդյո՞ք գեղեցիկ է, երբ մարդիկ այսպես հիվանդագին ու ծայրահեղ կերպով իրենց արտաքինը դարձնում են սարսափելի և... https://t.co/PDV8KiFO6U"
joy,"Apple-ն ավելի շատ ժամացույց է վաճառել, քան Rolex-ը, Swatch-ը և շվեյցարական մյուս արտադրողները միասին has been publi… https://t.co/RAHOnbS5sw"
sadness,Երիտասարդ ընտանիքներ Արդվիում հազվադեպ եմ ձևավորվում (տեսանյութ): Արդվի համայնքի հիմնական դպրոցում 18 աշակերտ է սով… https://t.co/zv0KQK27zy
anger,Անգնահատելի գործ եք անում
joy,"Շատ գեղեցիկ պրեմիերա Մոնատիկից
https://t.co/JXC0lKeNAc https://t.co/8Rg6BtmWXa"
joy,2017 թվականին արդյունավետ էր վիրուսային հեպատիտ C-ով 1000 հիվանդի անվճար բուժումը։ https://t.co/h6VdrM4eDt
sadness,"Վրաերթ Ռոստովյան փողոցում. տարեց կինը տեղում մահացել է (ԼՈՒՍԱՆԿԱՐՆԵՐ)

https://t.co/71wIbpBRg2"
sadness,Արտակարգ դեպք Երևանում. եղբայրը դանակի մի քանի հարվածներ է հասցրել եղբորը (տեսանյութ) | Գ. Շամշյան... https://t.co/CErvKbtNWS
joy,"Ահա ներկայացնում ենք Ձեզ հետաքրքրաշարժ և նախկինում ոչ հայտնի փաստեր, հազվադեպ հանդիպող բնական այս երևույթի մասին։ https://t.co/baNtqwxt3R"
joy,"Մենք երջանիկ սերունդ ենք. Աշոտ Ղուլյանը` Ղարաբաղյան շարժման 30-ամյակի մասին (Ֆոտո)
#ղուլյան https://t.co/MZe3pYpOIG"
joy,"Իսկապես, հիանալի ստացվեց👏 (ՎԻԴԵՈ) https://t.co/zN9oMhCA6l"
joy,Դա հիանալի է երբ ձեր տունը միշտ ձեզ հետ է:
fear,խայտառակություն է
anger,Չես օգտագործում շենք-շինությունդ՝ ավելի շատ հարկ վճարիր (տեսանյութ): Դեբեդ թաղամասի տարեց բնակիչները սրտի ցավով են… https://t.co/mdokKeCiSY
joy,"Լավ է մտածված, Արամ Օհանյան, կեցցե՛ք:"
joy,Առողջ ապրելակերպի տարածումը չափազանց կարևոր է. վարչապետը ծանոթացել է Սպորտի և երիտասարդության հարցերի նախարարության… https://t.co/u0SkGdaf5q
joy,Աստծու պարգեվ է մեր հայ ժողովրդուն  Աստված պահապան իրեն🙏🙏🙏🙏🇦🇲🇦🇲
fear,"Չեմ վախեցնում, բայց մեզ ավելի վատ օրեր են սպասվում. Արմեն Մարտիրոսյան https://t.co/TTw4z4fMpk"
joy,Ինչ էլ լավ են սարգել
joy,"Կեցցե՛ք,հաջողություն տանող ճանապարհը միշտ էլ դժվարին է լինում ...."
joy,Հիանալի կազմ https://t.co/7wxqwcaK4e
anger,"Երկիրը տարաք կործանման...հեռացիր,դու կեղծ ընտրություններով ես անցել"
anger,Մեզ նվեր պետք չի։ Մենք մեր քաղաքում միայն մաքուր օդ ենք ուզում։ Ձեզ պահեք ձեր նվերները
joy,Ֆրանսահայ Րաֆֆի Արտոյի հրաշալի կատարումը՝ ֆրանսիական «Ձայնը» նախագծում https://t.co/ul5omUKpDq
sadness,էս ինչ վատ օր է
joy,"Այս զույգը նշել է իրենց ամուսնության 23-ամյակն ու միաժամանակ ապացուցել, որ սիրո համար խոչընդոտներ չկան https://t.co/0SyI9K6Aeg"
anger,Ամոթ։։։ԱՄՈԹ։։։։😱👇🐸🐒🐖🐖
joy,"@khamazaspyan ոչ մի դեպքում...
ինչ անում ա, շատ լավ ա անում :դ"
joy,"Արև, ծով, ավազ․․․անմոռանալի հանգիստ արևոտ Եգիպտոսում։
Վայելեք լիարժեք հանգիստ ԱՆՌԻՎԱ-ՏՈՒՐ տուրօպերատորի հետ💜… https://t.co/MtikTbKbUE"
joy,Բերման էին ենթարկվել գրպանահատության: https://t.co/qX9qMJ9Sg6 на @YouTube
anger,Ամեն մի ծառի համար ցավում եմ. Երևանը սիրող մարդը իրան թույլ չի տա անգամ թղթի կտոր գետնին գցի. Ես ինչ են արել սրանք. Ուրիշ ամայի տեղ ձեր բետոնը լցնեիք 😡😢
sadness,էսօր էլ մի տեսակ անիմաստ անցավ #ԳիշերՁեզ բարի։🌐 https://t.co/H8fnBLmXU7
joy,Պատանի ձյուդոյիստները մեդալներ են նվաճել Եվրոպայի գավաթի խաղարկության փուլում https://t.co/hmUZXYkuBE
sadness,Ուկրաինական «Ձայնը». ժյուրին անտեսեց հանդիսատեսի բուռն արձագանքն ու չշրջվեց Լիանա Ավանեսյանի ելույթի ժամանակ... https://t.co/qQObLQVmC3
surprise,Այսօր վերջապես մեկ շնչով կարդացի Չգտնված երիցուկները հիացած եմ
joy,Եվրամիության և Վրաստանի միջև գործընկերությունը հիանալի է աշխատում. Մոգերինի https://t.co/6QqqTfXcLL
joy,"«Հավատում եմ, որ կրթությունը և գիտությունը առանցքային են մեր ապագայի համար» https://t.co/ptwitzo7jL"
joy,"#LeJeans
Ձեռք բերեք այս հիանալի տաբատները, ըստ Ձեր ճաշակի:
Առկա է լայն տեսականի, անհավանական ՑԱԾՐ ԳՆՈՎ,
ԸՆԴԱՄԵՆԸ... https://t.co/MkNNzvt8f7"
surprise,Շաաաատ գեղեցիկ է https://t.co/XirDgoUP3o
joy,Հրաշալի խորհուրդներ է տվել որդուն👌👌 https://t.co/vU0Rxtyqck
joy,"Շա՜ա՜ա՜տ  լավ   է  քանդակած,ապրեք։"
joy,Գորգը ամենաարագ և արդյունավետ կերպով մաքրելու ամենահեշտ միջոցը․ ոչ մի մանրէ չի մնա https://t.co/GkpAecNbPh
joy,"Ընդլայնվում է հայ-ֆրանսիական համագործակցությունը սեյսմիկ պաշտպանության ոլորտում
https://t.co/I2uv9PnleM https://t.co/WizcOD2QWt"
joy,"Բարի օր, սիրելի' ընկերներ:

Մենք շարունակում ենք համագործակցել Օգնենք Հայ Մանուկներին Help Armenian Children... https://t.co/e9QCDQPIax"
joy,9 պարզ և արդյունավետ միջոց սթրեսը հաղթահարելու համար https://t.co/0qOf0tEAoh https://t.co/K7rVwd1alI
joy,"շատ շնորհակալություն Ձեզ, հրաշք գիրք ...հենց նոր ավարտեցի ընթերցել🌼😘"
joy,Շատ գեղեցիկ է... https://t.co/3NHdApaoF6
joy,"Բռավո` խոնարհվում եմ եխբայրներ, հայիս տեսակը այսուհետ անկոտրում է։"
joy,Հրաշք ստեղծագործություն է: 💛
joy,Հենրիխ Մխիթարյանի գեղեցիկ գոլային փոխանցումը #ArsenalFC #Mkhitaryan https://t.co/x4o29VDqRO
joy,Այսօր մեր ստուդիայի փոքրիկ սան Լեոնարդոյի ծննդյան օրն է🎂 Շնորհավորում ենք և մաղթում անհոգ մանկություն և լուսավոր... https://t.co/HTOK3ZQV3r
joy,Հասակակից սիրահար զույգը Սուրբ Վալենտինի օրը հիշեց իրենց 26 տարվա բարի ու լավ օրերը. ՖՈՏՈՌԵՊՈՐՏԱԺ https://t.co/OPB1irPtWa
sadness,«Անկման պահին ինքնաթիռն ամբողջական է եղել. պայթյունը տեղի է ունեցել անկումից հետո». ՌԴ ՔԿ... https://t.co/Ohm6RIqe6g
joy,"RT @OdearOgy: էն որ լսում ես դուրդ ահավոր գալիս ա, նորից ես միացնում, որ լսես ու նկատում ես կոսպլեյէրի վզնոցը աաաա❤️❤️❤️
https://t.co/1JBnQ…"
joy,Հպարտ վերադարձ եմ ցանկանում։բարի թռիչք և բարի վայրեջք։
sadness,Նոր Նորքում 8 ժամ ջուր չի լինի - Լուրեր Հայաստանից https://t.co/denFFU70Tz
joy,"Կմեկնարկեն բակերի և զբոսայգիների բարեկարգման, ինչպես նաև նկարազարդ կամարանցումների թարմացման աշխատանքները. Երևանի ք… https://t.co/HnFG5hNIV2"
anger,"Սրանց նմաներն են, որ դարեր ի վեր ազգին դավաճանել են կարևոր ժամանակաշրջաներում։"
joy,"«կաթվածահար»`շարժման ամենահանճարեղ բառերից մեկը կրկին հնչեց, ուրեմն կասկած չկա ,որ ամեն ինչ գնում է պլանի համաձայն, պարզապեզ մի քիչ համբերություն ու ամեն ինչ իր տեղը կընկնի, ժողովուրդ ջան, մի՞թէ չհամոզվեցիք, որ մեր վարչապետը աստծո օրհնությունը ունի հայ ժողովրդին այս ճահճից հանելու համար, ուրեմն նրան առողջություն, եռանդ , մեզ էլ համբերություն։"
sadness,"Հայ շախմատիստները ձեռնունայն են վերադառնում «Ֆաջր»-ի գավաթի խաղարկությունից
https://t.co/GyipgIdgLY https://t.co/IuBFJ3XjUj"
anger,"Էդգար Սահակյան դուք կարող էք մի օրում տուն կառուցել՞։Լավ չեն անում։Եթե մենք էնք ընտրել ուրեմն պիտի մի քիչ համբերենք,եթե բան չփոխվի նոր դժգոհեք։Չի կարելի նման բաներ։"
anger,Ամաչում  եմ որ էսքան անինքնասեր մարդ կա որ կոռուպցիային են սատարում։ Ամոթ
joy,"@LanaParrilla armênio:

Ես սիրում եմ քեզ ♡ @LanaParrilla"
joy,"Այո, պահպանենք սիրո, համերաշխության և համբերության մթնոլորտը։"
anger,Բա խի են ժամանակ չեիք պակում։
anger,Հրադադարի ռեժիմը մինչ օրս պահպանվում է զենքի ուժի շնորհիվ. Լևոն Մնացականյան https://t.co/K79G4jAlxl
joy,զորամասերում բառիս բուն իմաստով  ամեն ինչով ապահովում են  գրում եմ որպես  զինվորի ծնող
joy,"Երիտասարդներն են հաղթել հեղափոխությունը և համբերատար սպասում են բարեփոխումների։ Մեր ժողովրդի մեջ մի մասսա կա, որ միշտ դժգոհ է և երբեք չի փոխվի։"
joy,Զվարճալի տեսանյութ👇😂🤣 https://t.co/NzDLVLKDh3
joy,"@anamsylyan աա, երեկ ընկերներիս հետ կակառազ էդ էինք հիշում..""Արտույտների ագարակը""
 լավ ֆիլմ ա)"
joy,"[ԴՐԱՄԱՊԱՆԱԿ]
Վերջին հինգ տարում Հայաստանում նկատվում է հիփոթեքային վարկավորման ծավալների աճի դրական դինամիկա https://t.co/9G2HMFZFPC"
joy,"Բարի լոյս, հանգիստ և ուրախ Կիրակի մը կը մաղթեմ ձեր բոլորին;
Good morning; have a #blessed… https://t.co/ck3Ivk1EKX"
joy,Օգտակար և սննդարար նախաճաշը առույգության և արդյունավետ օրվա երաշխիքն է https://t.co/lyRg5UCrla
joy,"Գեղեցիկ և անմոռանալի 7 օրյա տուր դեպի Հուրգադա : Բաց մի թողեք հնարավորությունը , մեկնեք հանգստի Բյութիի... https://t.co/m7pvbkFvv0"
anger,"նույնիսկ եթե բարեկարգման նպատակ ունեն միևնույն է նախագիծը ուղղակի անընդունելի է, անճաշակ ու տգեղ։ Նման գումարներով կարող էին շատ ավելի լավ նախագիծ իրականացնել այնպիսի տեղերում որտեղ իրոք կա բարեկարգման կարիք, այլ ոչ թե հատել բազում ծառեր քաղաքի կենտրոնում"
joy,"Այ սրանով ամեն ինչ ասված է,
Ժողովրդի մարդ,մեր հերոս,,,,,"
joy,Համեցեք SAF CLUB վայելելու գեղեցիկ կատարումներ ու անցկացնել հաճելի երեկո 😊… https://t.co/QIYRzBoL5u
joy,"Բարի լոյս, ուրախ առողջ և յաջող շաբաթ մը կը մաղթեմ ձեր բոլորին, good morning, wishing you a… https://t.co/ZTgju3YXnP"
sadness,Վենեսուելայի հանքերից մեկում հատուկ գործողության ընթացքում 18 մարդ է սպանվել https://t.co/RxMNZUgXg3
anger,Ժողովուրդ մի վախեցեք հանեք ձեր մեջից վախերը եթե ստիպում են մի գնացեք ինչ պիտի անեն
joy,"Այո՜, հեղափոխություն՝ կրթության, գիտության, մշակույթի ոլորտում..."
joy,Մեր մարզուհին վատ հանդես չի եկել. https://t.co/XNOSQNwSWy
anger,"էս ինչքան անիմաատ բաներ եք գիում ,ժողովուրդ,էս ուր ենք գնում,ուր ենք էսպես հասնելու, մարդը շատ հիմար է և խաբված սատանայից,ինչ է ուզոմ էիք Աստծուն հենց էսպես ամեն օր տեսնեիք,որ Աստծուն ադալժենյա անեիք,ասեիք ,թե հավատում եք,ես կասեմ մեր Աստծո խոսքերը,երնեք նրան,ով  չի տեսնի,բայց կհավատա,կամ էլ ,,մարգարիտները խոզերի առաջ շաղ մի տվեք,կանչվածները շատ են,իսկ ընտրյալները քիչ ,ու պետք չի ծակ պրոֆեսորություններ անել ,դա առնվազն անմտություն է...."
sadness,"22 ավտովթար երեք օրում. զոհվել է մեկ, վիրավորվել՝ 28 մարդ
#ավտովթար https://t.co/73SHFlASFV"
anger,"Այ տնօրեններ, մտածեք, որ վաղը էսօրվա համար պատասխան եք տալու, մի ստիպեք ձեր աշխատողներին դուրս գալ պաշտպանության, նրանց մեջ շատերն արդեն տեղեկություններ են փոխանցում ձեր արածի մասին։"
joy,"Ախպորս էրեխեն էսօր ծնվեց։ Սպասում եմ մեծանա, որ նկարների տակ գրեմ հորքուրի գանձ։"
joy,Բոլոր ուրբաթ իրիկունը խմողներին բարի ժամանց եմ մաղթում։
joy,"#NewProfilePicture 
Երազանքների բարի փերի, Քեզ խնդրում եմ իմ երազը վառ դու կատարիր. Ու մանուկներին , Ու մանուկներին… https://t.co/qRTKsRMgYb"
joy,Փհենչհան-2018. Կանադան հերթական ոսկե մեդալն է նվաճել https://t.co/UTMdO6WOS8
sadness,Ոչ փոխադարձ սեր. ինչպե՞ս առաջ շարժվել… https://t.co/z0DdwA0Tam
surprise,Հիանալի ոճ ունեք։ Շնորհավորում եմ )))
sadness,"Առավոտը բարի էր բոլորի համար, բացի իմ:"
anger,"Հունվարին կրկին գնաճ է արձանագրվել. թանկացել է մսեղենը, կաթնամթերքը, միրգ-բանջարեղենն ու բենզինը... https://t.co/r0rA19LthO"
joy,"Շնորհակալ ենք տղաներ,դուք ոգեշնչում եք ձեր հոգատարությամբ Բնության պահպանության համար 🌍🌳⛅🌸"
joy,"Բենատիա. ««Նապոլին» գեղեցիկ է խաղում, սակայն «Յուվենտուսը» ուժեղ է» https://t.co/j1og77TWob"
joy,"Այսօր կոմպոզիտոր, դիրիժոր Եղիշե Բաղդասարյանի ծննդյան օրն է https://t.co/JmKYNc08ca"
joy,"ասենք կյանքումս ամեն ինչ էնքան կարգին ա, էնքան հանգիստ, էնքան  լավ եմ զգում 
ԱՄԵՆ ԻՆՉԻՑ ԳՈՀ ԵՄ"
joy,Բավական լավ վերլուծություն․․․ https://t.co/KjBt3yCXYf https://t.co/mgELEluFOq
surprise,Այս ինչ հաճելի անակնկալ է
sadness,"Երևան-Մեղրի ճանապարհին բեռնատարն ընկել է ձորը. վարորդը մահացել է
 
httphttp://www.police.am/news/view/%D5%B4%D5%A1%… https://t.co/8wI8k3lHXs"
joy,«Խթանում ենք որակյալ սպայական անձնակազմի մուտքը դեպի ՀՀ զինված ուժեր». Վարդան #Արամյան https://t.co/41Sb3qJVO3
joy,"Բարի գիշեր, մարդիկ, Բարի Արջալույս բացվի :)
Գեղեցիկ երազներ նայեք )"
joy,"Տարիներ շարունակ, ապրում էի ՁԵՐ ՓԱՌԱՀԵՂ ելույթներով, որոնք մտրակի պես շաչում էին կեղծիքի ու անօրինության դեմքին և դառնացած կուլ էի տալիս <<ստի քմծիծաղը>> լկտի...ԿԵՑՑԵՔ, որքա~ն անթերի ու դիպուկ եք ձևակերպել....<<Քայլում եմ>> հոյակապ ստեղծագործության մեջ..."
joy,Մազաթափությունը կանգնեցնող և մազերի աճին նպաստող միջոց https://t.co/9BHb4REoMn
sadness,Ջանլուիջի Բուֆոն. Հաճախ եմ լաց լինում և դա անում եմ միայնակ https://t.co/xXyemJRcbs
joy,Հիասքանչ   է։   Դուխով…։
sadness,Արցախի հարցին սպառնացող ամենամեծ վտանգն արտագաղթն է. պատմաբան Արմեն
joy,«Ատլետիկոյի» նախագահ. «Մենք պայքարելու ենք չեմպիոնության համար մինչև վերջին վայրկյանը https://t.co/fs5V2NAs7I
anger,"Բոլորին անխտիր պատասխանատվության կանչել ,,,բոլորին,,,,երբ որ ռուսները հայերին նման կերպ ծեծում են ,,մարդու սիրտ է պայթում ,,,բա դուք ով եք ,,,այ ,,,,,,,,,,,,,,,,,,,,,,.
սպասում ենք ,,երբ է սկսելու սրանք հանդեպ  դատական գործերը ,,,,,,և թող իրենք էլ վճարեն  այս տղային մեծ գումար ,,,բոլորով ,,,,,,զզվելիներ,,,,"
sadness,"Մեկ ծառն ի զորու է թթվածին մատակարարել քսանութ մարդու:
Անկախ ընդունած մասշտաբներից՝ ծառահատումը հավասարազոր է X*28 մարդու ՄԱՔՈՒՐ ՕԴ շնչելու իրավունքից և հնարավորությունից զրկելուն..."
sadness,Տիբեթում հրդեհվել է ՅՈւՆԵՍԿՕ-ի համաշխարհային ժառանգության մաս կազմող տաճարը (տեսանյութ) https://t.co/i5vNN23KWi
joy,Առողջություն և Գեղեցկություն 12.02.2018: https://t.co/8jDs0f65Jb на @YouTube
joy,"Դեպի լուսավոր Պորտուգալիա – ԼԻՍԱԲՈՆ 💒

Արժեքի մեջ ներառված է՝
✈Ավիատոմս՝ Երևանից
🏫 Հյուրանոցային ծառայություն 8... https://t.co/AhF2rXpOMz"
joy,Արժանի տեղում
fear,"«Ականջներիցս ծուխ դուրս եկավ». ամերիկացին պատմել է, թե ինչպես են պայթել Apple-ի անլար ականջակալները (լուսանկար,... https://t.co/N83hSGClVw"
surprise,Էսօր ռռռոմանտիկ տրամով եմ արթնացել 😂😘😎 https://t.co/5aefHudRtG
anger,"Հիմա էն մարդիկ են ակտիվացել ու պահանջներ են ներկայացնում, ովքեր ոչ մի ցույցի չեն մասնակցել..."
joy,"Ամուր հարաբերությունների երկու գլխավոր բաղադրիչները
#ամուրհարաբերություններ https://t.co/Gx0KDyCmx2"
sadness,Աշխարհը մութ տեղ է մութ աչքերու համար..
joy,PRADO աղքատների համար. Toyota-ն թողարկել է հանրահայտ ավտոմեքենայի էժան տարբերակը (Photo) https://t.co/7hkeCHh0IG
joy,«Հայաստանն ամենաերաժշտական երկրներից է». 14-ամյա Սաթենիկի կատարումը՝ «Ты супер!» նախագծում https://t.co/3r32ExPDa2
fear,"Սարսափում եմ են մտքից,որ սրանց երակներում հայի արյունն է հոսում"
joy,«Լիոնը» ուժեղ գտնվեց Միշել Տեր-Զաքարյանի «Մոնպելյեից» https://t.co/dpGh1yeJWZ
joy,"Շատ լավ գիրք է և կարելի է վերընթերցել անընդհատ և համարել քո՜ գիրքը, քանի  որ գտնում ես  քեզ  այդ գրքում...շնորհավոր և շնորհակալություն  գրքի ստեղծման համար"
