,Unnamed: 0,ID,Tweet,Emotions
32,58,2017-En-30952,հրեշտակի բերկրանքն իմ ամեն ինչն է,joy
33,59,2017-En-10474,"Փորթլենդի ֆեոդալական պոպուլյացիայի բացման հետ կապված գլուխկոտրուկները հարաբերական են, իսկ խռմփոցը զայրացնում է. XLzjYhG",anger
34,62,2017-En-10649,"Ես հավատում եմ, որ ես կսկսեմ երգել տրակտորի վրա իմ դիպուկ պատմություններում: Մի փոքր միացրեք այն:",joy
35,63,2017-En-41456,"6 տարվա ընթացքում առաջին անգամն է, որ ծննդյանս օրը սթափ եմ: #առողջացում #սթափություն #սթափ #սթափսեռական #սթափ",joy
36,64,2017-En-11034,Թույլ մարդիկ վրեժ են լուծում. Ուժեղ մարդիկ ներում են. Խելացի մարդիկ անտեսում են.,anger
37,65,2017-En-10396,"Շուտով կթողարկվի Rage Rage ep 2-ը, ես ձեզ կտեղեկացնեմ դրա մասին #YouTube #youtubegaming #rage",anger
38,66,2017-En-40760,"Ես այնքան հպարտ եմ, որ նա հասկանում է դա, նա ցույց է տալիս սեր, միտք և կարեկցանք, և դա արվում է ոչ ամպամած:",joy
39,67,2017-En-30218,"Ինչու ես նոր եմ սկսել դիտել glee այս շաբաթ, ես հիմա կախվածություն ունեմ 🙄 #glee #GLEEK",joy
40,70,2017-En-21926,"վաղը կլինի հուսահատության աղեղի վերջին դրվագը, այնքան շատ բաներ են լինելու, ես էմոցիոնալ պատրաստ չեմ...",fear
41,71,2017-En-21045,"Անկեղծ ասած, Խորխեն արժանի է դրան: Նա թույլ է: #90 օրվա սիրավեպ",anger
42,72,2017-En-30985,Ժամանակակից ընտանիքը երբեք չի զլանում ինձ ուրախացնել: Հատկապես Ֆիլ.,joy
43,73,2017-En-31561,"Երբեմն ես կարող եմ ձեռքերը ծալած նստել և հպարտանալ ինքս ինձնով, որ այդքան լավ եմ հաճոյացել Նրան:",joy
44,74,2017-En-10827,Հետևեք ինձ Snapchat-ում 👻 Carlabtst15 #snapchat,joy
45,75,2017-En-10252,@lemonlover666 «շիթը» չի էլ սկսում նկարագրել այս կրակոտ փոքրիկ դևերին ուղիղ դժոխքից 🌝🌚 ;),anger
46,80,2017-En-11180,Մանչեսթերյան դերբի տանը,joy
47,82,2017-En-31526,"@Girlandlurchers Այո, միշտ նայում է այստեղ՝ ուրիշներին ուրախացնելու համար: Ես լավ եմ, GBBO x-ում կաթում եմ",joy
48,84,2017-En-30572,նրա; ես ուզում եմ խաղային հարաբերություններ\nես; *վանում է նրան բազմոցից*,joy
49,85,2017-En-21333,"Ռոմերոն սարսափելի է, կարծես իմ 11 ամսական երեխան նրանից լավն է:",anger
50,86,2017-En-30855,"Ամեն օր այն է, ինչ դուք պատրաստում եք դրանից: #նպատակներ #մարտահրավերներ #բիզնես #նպատակներ #հաջողություն #լուսանկարիչ #լուսանկարչություն #հինգշաբթիՄտքեր",joy
51,88,2017-En-11191,"@KatherineArabis Դա ընդունված է որպես կանոն, մինչդեռ օդում տիրող միասնությունը համարվում է նորմալ, և ցանկացած զայրացած արձագանք դրան որպես պաթոլոգիական:",anger
52,89,2017-En-40717,"Բոլորը ամպամած են։\n\n Հաշվի առնելով տեսախցիկի օգտագործումը՝ 1) աստղային արահետներ, 2) ակնաբույժ պրոյեկցիա։",joy
53,90,2017-En-30639,"@KMunie7 @KaranEsch Helluva շատ ավելի անիմացիոն, քան իրական խաղի համար էին &gt;.&lt;",joy
54,92,2017-En-10924,"Զայրույթը, վրդովմունքը և ատելությունը այսօր ձեր բախտը կործանողն են:",anger
55,93,2017-En-30454,Լավատեսությունը բերում է հաջողության։ - Բիլ Քեր @Coach__Kerr #հաջողություն #լավատեսություն #նպատակներ,joy
56,96,2017-En-40180,"Այնքան փորոտված, ես դպրոցում իմ ականջօղերից մեկը գցեցի լվացարանի տակ",sadness
57,97,2017-En-30531,The Quarterback' wrecks me her time.. #glee,joy
58,99,2017-En-21787,"Ծնունդդ շնորհավոր Սթիվեն Քինգին, մարդուն, ով պատասխանատու է վերջին 40 տարիների լավագույն սարսափների համար... և վատագույնների մի ամբողջ փունջ:",joy
59,101,2017-En-41483,"այն դեռ չի ընկղմվել այն բանի մեջ, որ ես հաջորդ ամիս տեսնում եմ Ջոյին, ես այնքան շնորհակալ եմ և հուզված",joy
60,102,2017-En-21072,"Աշխատանքային լավ օր է, երբ դուք կարող եք սեղմել Ջիմ Լերերի ձեռքը: Շնորհակալություն, @keratx: Դեռ հարվածում եմ ինձ, քանի որ ամաչում եմ գրկել @mcuban-ին:",joy
61,103,2017-En-21699,"Ես այնքան ձանձրացել եմ, գեր եմ, կուշտ եմ և ծիծաղելիորեն ավելորդ քաշ ունեմ և շատ եմ գլորվում",sadness
62,104,2017-En-40479,Սանդերլենդի ժամանակային գիծը բավականին զվարճալի է ամբողջ կործանմամբ & AMP; մռայլություն մեր առջև և երկար ճանապարհորդություն դեպի մեզ կեսշաբթի: #ինչն էշուրջկողմ,joy
63,105,2017-En-10651,"Եթե ​​իմ բախտը բերի մնացած աշնանը, ինչպես այսօր, կարծում եմ, որ ինձ դուր կգա այս սեզոնը: #bestdayever #magic #work",joy
64,106,2017-En-40208,"@happyandbashful Սիրախաղ, ծամածռություն, ծամածռություն, կրկնում: Յակ.",anger
65,107,2017-En-10597,"Թրամփիզմը նույնպես հենվում է ռասայական վրդովմունքի մահճակալի վրա, որը ստեղծվել է գիտակցաբար և միտումնավոր՝ Թրամփի քաղաքականություն մտնելուց շատ առաջ:",anger
66,108,2017-En-10141,"Ահա այս Bpharm4 տղան Էիշը, որ տղան բարկություն է բերում իմ կյանք: Երբ տեսնեմ նրան, ինչպես խավարը լցվում է ինձ @RamatsobaneM կիմանա",anger
67,110,2017-En-11414,"Արցունքներն ու աչքերը կարող են չորանալ, բայց ես չեմ չորանա, ես այրվում եմ, ինչպես լարը լամպի մեջ",anger
68,113,2017-En-40348,"@DeltaAssist Փորձել է 2 ստանալ ավելի վաղ flt 2 օր @BWI Հեռացիր, որովհետև 2 ուշ էր, Այնուհետև գործակալը թույլ տվեց այլ անձնագրեր #silvereliteleftbehind-ում",sadness
69,115,2017-En-41252,"@antoboyle Շատ կուզենայի, որ մի օր գայիր Իսպանիա ներկայացման հետ, չեմ հավատում, որ չեմ տեսնի այն #տխուր",sadness
70,118,2017-En-30095,@Myahrissavietta Ես հիմա ուրախ եմ 😘😉,joy
71,119,2017-En-30904,Բրիջիթ Ջոնսի երեխան արյունոտ զվարթ էր 😅 #BridgetJonesBaby,joy
72,121,2017-En-41195,"@dublinwaltz bts-ի 화양연화 եռերգությունը MV-ն իմ բոլոր ժամանակների սիրելին է🙌 բավականին մռայլ, բայց նաև գեղեցիկ✨",joy
73,125,2017-En-10241,"@JasonMillerinDC @realDonaldTrump Prudence-ն առաջարկում է, որ 2-3 շաբաթվա ընթացքում 8+%-անոց աճը պետք է դիտարկել ԹԵՐԱԲԵՐՈՒԹՅԱՄԲ: ԶԼՄ/HRC առանցք #զայրացած",anger
74,127,2017-En-30090,"Շնորհակալություն դիսնեյի թեմայով դրվագ, որ թույլ տվեցիք ինձ բացահայտել, թե որքան զարմանալի են @BlackishWriters-ը: #զվարճալի",joy
75,128,2017-En-10331,Անհրաժեշտ է նոր ելք #զայրույթի համար,anger
76,129,2017-En-30555,Դիտեք այս զարմանալի ուղիղ հեռարձակումը @brooks_swaggysquad-ի կողմից #երաժշտական,joy
77,130,2017-En-30097,"Կրկին դիտում էի «Հույսի բարձրացում» (այս անգամ կենտրոններով) և բոլորովին մոռացել էի, թե որքան զվարճալի է այն 😂 #HereWeGo",joy
78,131,2017-En-11332,@RadioX @ChrisMoyles վայ: սա ընդմիշտ չեմ լսել: Պատահական բայց. հիանալի #խայթոց #xph,joy
79,133,2017-En-30493,@buzzlightbeard2 Եթե ինքդ քեզ չես սիրում... Ազնվությունը լավագույն քաղաքականությունն է #ժպտա,joy
80,139,2017-En-21772,"@GambinoDeeJay @Linda76Graham @mikeeshy \n\nԵվ նաև, Youtube-ում այն ​​գտնելու փորձը սարսափելի մղձավանջ է։",anger
81,140,2017-En-30068,"@TheSandraGal Ուրախ եմ տեսնել, որ դուք զվարճանում եք արևի տակ: Ջրային սպորտաձևերը միշտ զվարճալի են, դժվար և ոգևորիչ: #երջանկություն #գեղեցկություն",joy
82,141,2017-En-11436,@Bungie-ն ծախսել է ավելի քան 2 ժամ և դեռ չի կարողանում ստանալ ամբարտակի SIVA հատվածը Ֆելվինթերս լեռան վրա,anger
83,142,2017-En-22096,@andreasarahco դու իրականում հելնում ես քոլեջում bc սա պետք է վախեցնի քեզ,fear
84,145,2017-En-20961,"@STLouis_RamsFan նրանց ամբողջ թիմը սահմանափակ է, երբ նրանք խաղադաշտում են:",joy
85,146,2017-En-41038,"Ծնունդդ շնորհավոր, ԿՈՐԱԾ: / #կորցրեց #dharmainitiative #12years #22september2004 #oceanic815",joy
86,149,2017-En-30188,"Սուպերմենի ներկայիս վազքը շարունակում է ուրախացնել: Դուք կարող եք զգալ սերը, որը լցվել է դրա մեջ բոլորի կողմից #superman ստեղծագործական թիմի վրա",joy
87,150,2017-En-11477,"Մարդիկ, ովքեր անցնում են արագության սահմանաչափը, նյարդայնացնում են ինձ",anger
88,151,2017-En-40714,#FF \n\n@The_Family_X \n\n#soul #blues &amp; #ռոք #խումբ\n\n#երաժշտություն #սրտից\n\nՀոգով &amp; #կիրք \n\nXx 🎶 xX,joy
89,152,2017-En-22201,"Վերջին @LGCanada ապրանքը, որը ես գնել եմ, խոստանում եմ: Բացարձակապես #Հաճախորդների սպասարկում",anger
90,156,2017-En-21785,@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa Ես երբեք այսքան անհանգստացած չեմ եղել ընտրություններից իմ կյանքում‼️,fear
91,157,2017-En-31371,"@Johncrookshanks «Էլիզաբեթ Սմիթ»: Նա ուրախ ժպիտով ասաց. «Ուրախ եմ հանդիպել ձեզ, պարոն: որտեղի՞ց ես ճանապարհորդել։",joy
92,158,2017-En-20844,"Իմ սիրելի #ֆիլմերը #սարսափ են, բայց դրանք չեն դարձնում այնպես, ինչպես նախկինում էին: Տարիներ շարունակ չեմ տեսել հիանալի",sadness
93,160,2017-En-21703,"Ես կցանկանայի կամրջել աջ և ձախ Twitter-ի միջև բաժանումը և ասել, որ Թվիթերի նոր կրճատումը սարսափելի է:",anger
94,162,2017-En-11008,Քիչ առաջ տեղի ունեցածից հետո. Ծխելու կարիքի մեջ.,anger
95,164,2017-En-11581,"Joes gf-ը սկսեց երգել բոլոր աստղերը, իսկ հետո Ջոն զայրացավ և ամեն ինչ ճիշտ էր երգում և սկսեց զայրացած երգել նրա վրա:",anger
96,166,2017-En-30587,"@JohnDotWhite Ես հիշում եմ նրա ծաղկման շրջանը, բայց այս տիկնանց տարիքը տատանվում է, ես կասեի, 30-ականների կեսերից մինչև 70-ականների սկիզբը:",joy
97,169,2017-En-20389,Այդ պառավ տիկինը խայտաբղետ է #վախեցած #BellaIsSoCute #wee #Empire,fear
98,170,2017-En-21683,@MatherFamilys @SDICenter @CAllstadt \n\ndo ԿԱՐՄԻՐՆԵՐԸ ինտելեկտուալ կերպով վախեցնում են ձեզ և ստիպում լինել իրենց պարող ծաղրածու՞նը։,anger
99,171,2017-En-20110,"բարև, իմ անունները անհանգստություն են, և ես ունեմ Շոն",fear
100,172,2017-En-30921,"Երբեմն սիրում եմ խոսել իմ տխրության մասին։ Ուրիշ ժամանակ ես ուղղակի ուզում եմ շեղվել ընկերներից, ծիծաղից, գնումներից, ուտելուց... \n\n#MHCchat",sadness
101,173,2017-En-21773,"Nooooooo @GBBOUK առանց #MaryBerry-ի կլինի #սարսափելի #endofanera պատրաստվում է 2b, այնպես որ #կորցրած @Channel4-ը այնտեղ գնել է #lameduck #notallaboutthemoney",anger
102,174,2017-En-21125,"Հա՜ @mquirk @joshuahoodbooks Ստացաք ձեր գիրքը NOLA-ի Starbucks-ում մեր «հանդիպումից» հետո: Եթե ​​Ջոշն ասում է, որ դա հիանալի է, ես բոլորի մեջ եմ:",joy
103,175,2017-En-30345,"Լավ կողմն այն է, որ երաժշտության տեսության իմ ուսուցչուհին պարզապես թփեց գրպանը և ասաց. «Ես գիտեմ, թե ինչ է ազդրը»: Ու հեռացավ 😂😭",joy
104,176,2017-En-40429,"@Cpt_SRogers_\n«Դե դա կարող է գնալ երկու ճանապարհներից մեկով: Դուք կամ հաղթահարում եք այն և ընդունում այն, որովհետև այն չի փոխվելու, կամ դուք հապաղում եք...",anger
105,178,2017-En-30027,"Առավոտ բոլոր! Այս երկուշաբթի առավոտյան, իհարկե, արև է, որպեսզի ուրախությամբ ընդունենք մեզ աշխատանքի: :)",joy
106,179,2017-En-21478,#ThisIsUs խառնվել է իմ մտքին &amp; հիմա ես ակնկալում եմ հաջորդ դրվագը #apprehension &amp; #հաճույք! #այստեղաօգնիրայս համար,joy
107,180,2017-En-20539,"Չնայած այս պատերազմը լինելու է ահաբեկչության դեմ պայքարի քողի տակ, այն իրականում լինելու է պատերազմ աղքատության, տգիտության և ուղղակի հիմարության դեմ։",anger
108,181,2017-En-20498,Աստված մեզ նոր դարպասապահ է պետք: Նրանք երկուսն էլ սարսափելի են:,anger
109,184,2017-En-22154,"Բոլորն անհանգստացած են #ահաբեկչությունը դադարեցնելու համար։ Դե, իսկապես հեշտ ճանապարհ կա՝ դադարեք մասնակցել դրան: - Նոամ Չոմսկի",fear
110,185,2017-En-40139,վայ Սան Դիեգոյի գրեթե բոլոր T-Mobile խանութները դուրս են եկել Note7-ի փոխարինումից #տխրություն ես պետք է փոխարինեմ իմը,sadness
111,188,2017-En-40997,"Ես նայում եմ որոշ միջին խաղացողների, ովքեր խաղում են մինիմում և սոճին Նանի, Ռաֆայել, RVP,",joy
112,189,2017-En-21644,"#ahs6 ամեն 5 րոպեն մեկ ես ասում էի «ոչ, ոչ, ես արդեն կանցնեի»: «MOVE» կամ «GTFO», ուստի շնորհակալություն եմ հայտնում",anger
113,190,2017-En-30722,"@Nikhilv95 @LydiajaneF Կցանկանայի, իսկապես, իսկապես կցանկանայի, որ ձեր կատակներից միայն մի փոքր մասն ունենայի:",joy
114,192,2017-En-21183,"Ոչինչ ավելի վատ չէ, քան uber-ի վարորդը, որը չի կարող վարել: #սարսափելի",anger
115,193,2017-En-10107,"Թողեք այնտեղ, գորգերի մաքրման 1-ին կանոն!!! #կատաղած #վատանաանատոմիական ռումբ #պատահականորեն թափվել է գորգի վրա",anger
116,194,2017-En-10290,"Ասել է նախկինում, և ես կասեմ հիմա. Ամերիկան ​​իսկապես բախտավոր է, որ սևամորթները միայն հավասարություն են ուզում, այլ ոչ թե վրեժխնդրություն:",joy
117,195,2017-En-41366,"@RIPPoohSavage, դու գիտես, որ իմ հոգնած եղբորս հետ կապված այս վատ բանն է",anger
118,196,2017-En-11127,@Gielnorian @HedonismGaming cmode grimrail-ը ստիպեց ինձ ուտել զայրացած մեղուներ,anger
119,197,2017-En-30963,Ծնունդդ շնորհավոր @Brooke56_56 #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,joy
120,199,2017-En-11459,"Ինչո՞ւ են մարդիկ նույնիսկ մեր արդարադատության համակարգում ռասայական անհավասարության շուրջ բանավիճում, կարծես այն գոյություն չունի: Նրանք պարզապես փորձում են մեզ վատացնել.",anger
121,200,2017-En-40999,"Մենք զսպված դեպրեսիայի մեջ ենք: Միակ նոր տնտեսական շարժիչը #Sustainability-ն է, ասեք Joel @makower + @markmykleby @ #VERGEcon: #NewGrandStrategy",sadness
122,201,2017-En-21020,Solid-ը սկսում է #Bozzelli-ն և #BenEvans-ը: Հուսով ենք լավ #սկիզբ:,joy
123,202,2017-En-11396,@DepressedStride &gt; ավելի բարձր շրխկացնել,sadness
124,203,2017-En-30823,"@theclobra lol Ես մտածեցի, որ միգուցե, չկարողացա որոշել՝ կա՞ լկտիություն, թե՞ ոչ",joy
125,204,2017-En-31248,"Մարդկանց մեջ որոշակի զվարթություն կա ազգային օրհներգի կամ դրոշի դեմ բողոքի ցույցերից բարկացած մարդկանց մեջ, երբ այդ գործողությունները ծածկված են 1-ին փոփոխությամբ:",anger
126,205,2017-En-31306,@Cherie_Fitz դա չափազանց զվարճալի է,joy
127,207,2017-En-40202,"Ես չեմ ուզում իմ հրահանգիչների խղճահարությունը, բայց ես կուզենայի որոշակի ըմբռնում: Ես իսկապես փորձում եմ, չնայած ԲՈԼՈՐ հանգամանքներին, որոնք ինձ հուսահատեցնում են",anger
128,208,2017-En-31349,"CommunitySleepCoach. Նայեք այս #նարկոլեպտիկ #լակոտներին: Ստիպիր քեզ #ժպտալ։ Եթե ​​դուք մարդ & AMP; հայտնվեք այդպիսի տարօրինակ դիրքերում, փնտրեք #-րդ…",joy
129,212,2017-En-22247,"@01Starblazer 9 -9 vs Atlanta այս տարի, 2 - 11 vs Rockies and DBacks այս տարի: Դա համակցված 11 - 20 ընդդեմ 3 դաժան թիմերի NL-ում # սարսափելի",anger
130,213,2017-En-30536,"Ես տեսնում եմ, որ այսօր մեծ ուրախությամբ սավառնելու եմ արգելափակման կոճակի վրա:",joy
131,214,2017-En-21680,"@LaneWoolery @FFKazman փորձն ամեն ինչ դեր է խաղում դրանում, դա կրթությունն ու պատրաստվածությունն է, ոչ թե վախը",fear
132,215,2017-En-21448,"@bt_uk տեսակցությունը ամրագրվել է այսօր ժամը 1-6-ը, սպասել է ամբողջ օրը և ոչ ոք չի եկել, նաև հետ է կանչել և երբեք չի ստացել #սարսափելի",anger
133,217,2017-En-40044,Ամառը պաշտոնապես ավարտվում է այսօր։ #տխրություն,sadness
134,218,2017-En-10476,"@AaronGoodwin լրջորեն, ջան, գնիր մի քանի փուչիկ ժապավեն քո հեռախոսների համար: #snap-ը կոտրեց ևս մեկ հեռախոս",anger
135,219,2017-En-30362,"Երջանիկ եղիր. Եղեք այնպիսին, ինչպիսին ցանկանում եք լինել: Եթե ​​ուրիշներին դուր չի գալիս, ուրեմն թող դուր գա: Երջանկությունը ընտրություն է։ Կյանքը բոլորին գոհացնելը չէ...",joy
136,220,2017-En-21270,@F1abraham սուրբ շրթունք... ինչ դժոխք է պատահել քո շուրթերին!! Շտկե՛ք այդ խայտառակությունը։ #mtv #teenmom #սարսափելի,anger
137,221,2017-En-10631,"Շնորհակալ եմ իմ կյանքի բոլոր քաղցած մարդկանց համար: Սովորել սովորելու, փոխվելու, աճելու, օգնելու և այլնի համար, վստահ չեմ, որ որևէ մեկը դա ավելի լավ ունի:",joy
138,222,2017-En-40983,Իմ 90-ականների մանկության վերջին մնացորդները պարզապես ջարդուփշուր էին անում՝ լսելով Թրեյսի Չեփմենի «արագ մեքենայի» տան ծածկույթը ցերեկային ժամերին:,sadness
139,224,2017-En-31575,"Միգուցե Ռուսաստանի ողջ թիմը դրական մելդոնիումի փորձարկում անցնի, և հյուսիսամերիկացիները կարողանան փոխարինել նրանց",anger
140,225,2017-En-10449,"Ժողովուրդ, կներեք, եթե երեկ այստեղ վիրավորական որևէ բան է տեղադրվել, իմ հաշիվը կոտրվել է: Թեև հիմա ամեն ինչ շտկված է: Հուսով եմ :-/ #զայրացած #նեղված",anger
141,226,2017-En-22138,@kcbbcxo մի հուսահատվեք: դա վաղ է & AMP; դա կարող է ճնշող լինել: շարունակեք կարդալ & AMP; օգտագործեք հուշաքարտեր 😊 այն ավելի լավ կլինի։,joy
142,227,2017-En-30775,Ինձ մի քիչ #GBBO է պետք՝ սարսափելի օրից հետո ինձ ուրախացնելու համար:,sadness
143,228,2017-En-21906,"Երբ @idinamenzel-ն ասում է, որ թողարկում է ավելի շատ #IdinaParty-ի տոմսեր, և դուք զարթուցիչ եք դնում՝ բաց չթողնելու համար... #մատները խաչված #Իդինա:",joy
144,229,2017-En-30647,@JackCurryYES նա պարզապես հաջողակ է...վատ սափորներ...#WHATEVER...ElKracken is #legit #future #gottawearshades #LetsGoYankees,anger
145,231,2017-En-41526,Ես ստեղծված չեմ այս աշխարհի համար: #empath #դժբախտ,sadness
146,232,2017-En-22051,"Մի վախեցեք խաղաղության հնարավորությունից, խաղաղություն սովորեցնելուց, խաղաղություն ապրելուց: Խաղաղությունը կլինի պատմության վերջին խոսքը Հռոմի Պապ Հովհաննես Պողոս II-ի համար:",joy
147,236,2017-En-31527,@enews #breezy արժանի է դրան..,joy
148,237,2017-En-21846,"@TheJonFedor @abdophoto Իմ հիմնական տատանվում է գնալ Plus չափի: Բայց եթե Apple-ը կարողանա Plus-ը հասցնել 6-ի, մտածեք ASP թռիչքի մասին",sadness
149,239,2017-En-40762,@GOP նա առաջ է հարցումների & AMP; Թրամփի անմխիթար ելույթից հետո առաջիկա բանավեճում դա հեշտ հաղթանակ կլինի Հիլարիի համար:,joy
150,240,2017-En-30231,"Վերջապես Ռայան Գոսլինգը և Եվա Մենդեսը; Ուրախ, զվարճալի/մի ղեկավար/մի վիճիր/ամեն ինչ արիր երեխաների հետ/գնա մինի մեքենայով ճանապարհորդությունների/ կենտրոնացիր սիրո վրա",joy
151,241,2017-En-40881,@leighsteinberg 2010 թվականի ապրիլի 25-ին ինձ համար: Շարունակեք լավ աշխատանքը!! #սթափ #հպարտ,joy
152,242,2017-En-30560,"Հեյ, երբեք չգիտես, Channel 4-ի #GBBO-ի տարբերակը կարող է իրականում բավականին լավ լինել: Մի քանի գովազդ աշխարհի վերջը չէ: #լավատեսություն",joy
153,244,2017-En-30838,"Ես այնքան ամաչեցի, երբ նա տեսավ մեզ, ես նման էի knvfkkjg-ին, նա կարծում է, որ մենք հետևողներ ենք, և նա սկսում է ուրախ թափահարել բոլորին և հրավիրել մեզ 😩",sadness
154,245,2017-En-11520,"Վա՜յ... Իմ հայրիկների ամենասիրված ռեփերներից մեկը հենց այսօր մահացավ ավտովթարի հետևանքով Ատլանտայում, այնքան տխուր, այնքան տխուր 😷😷",sadness
155,246,2017-En-40916,"Անհամբեր սպասում եմ, որ դուք կլսեք իմ նոր «Mystery» սինգլը և իմ նոր ալբոմը։ #newmusic #newssingle #newalbum #2016 #փոփերաժշտություն #մութ",joy
156,247,2017-En-31406,Ձեր ապագան լուսավոր է: #Հիշիր,joy
